iré,I will go,Mañana iré al cine.,Tomorrow I will go to the cinema.
tenido,had,He tenido un día largo.,I have had a long day.
culpa,fault,La culpa no es tuya.,It is not your fault.
veras,you will see,Verás que todo saldrá bien.,You will see that everything will be fine.
adónde,where,¿Adónde vas esta noche?,Where are you going tonight?
buscando,looking for,Estoy buscando mis llaves.,I am looking for my keys.
cuanto,how much,¿Cuánto cuesta este libro?,How much does this book cost?
padres,parents,Mis padres están de viaje.,My parents are traveling.
paz,peace,Buscamos la paz mundial.,We seek world peace.
demonios,devils,Los demonios no existen.,Devils do not exist.
estará,he will be,El concierto estará en el estadio.,The concert will be in the stadium.
cual,which,¿Cuál es tu color favorito?,Which is your favorite color?
perdón,sorry,Perdón por llegar tarde.,Sorry for arriving late.
asi,like this,Hazlo así por favor.,Do it like this please.
jugar,to play,Nos gusta jugar al fútbol.,We like to play football.
pensando,thinking,Estoy pensando en mis vacaciones.,I am thinking about my vacation.
esperar,to wait,Tengo que esperar el tren.,I have to wait for the train.
sabemos,we know,Sabemos la verdad.,We know the truth.
recuerdo,memory,Tengo un buen recuerdo de mi infancia.,I have a good memory of my childhood.
par,pair,Compré un par de zapatos nuevos.,I bought a pair of new shoes.
joven,young,Ella es una joven talentosa.,She is a talented young woman.
seguir,to follow,Voy a seguir tus consejos.,I am going to follow your advice.
pueblo,town,Ese pueblo es muy pequeño.,That town is very small.
tenga,has,Espero que tenga buen día.,I hope you have a good day.
caballeros,gentlemen,Caballeros pasen adelante.,Gentlemen pass forward.
idiota,idiot,No seas idiota.,Don't be an idiot.
dio,he gave,Ella me dio un regalo.,She gave me a gift.
minuto,minute,Espera un minuto por favor.,Wait a minute please.
bebé,baby,El bebé duerme ahora.,The baby is sleeping now.
única,only,Eres mi única amiga.,You are my only friend.
lejos,far,La tienda está muy lejos.,The store is very far.
nuestras,our,Estas son nuestras maletas.,These are our suitcases.
plan,plan,Tenemos un plan claro.,We have a clear plan.
pienso,I think,Pienso que es una buena idea.,I think it's a good idea.
sentido,sense,Esto no tiene sentido.,This makes no sense.
dormir,to sleep,Necesito dormir ocho horas.,I need to sleep eight hours.
digas,you say,No digas mentiras.,Don't tell lies.
palabra,word,Esa palabra es difícil.,That word is difficult.
correcto,correct,Tu respuesta es correcta.,Your answer is correct.
control,control,El piloto tiene el control del avión.,The pilot has control of the plane.
vemos,we see,Vemos la película en casa.,We watch the movie at home.
entiendes,you understand,¿Entiendes la lección?,Do you understand the lesson?
país,country,España es un país hermoso.,Spain is a beautiful country.
seis,six,Hoy es día seis del mes.,Today is the sixth day of the month.
último,last,Este es mi último intento.,This is my last attempt.
ésta,this one,Ésta es mi casa.,This one is my house.
diga,say,Por favor diga la verdad.,Please say the truth.
podrías,you could,¿Podrías ayudarme con esto?,Could you help me with this?
pequeña,small,Tengo una pequeña mascota.,I have a small pet.
cállate,shut up,¡Cállate y escucha!,Shut up and listen!
trato,deal,Hicimos un trato justo.,We made a fair deal.
rey,king,El rey visitó el pueblo.,The king visited the town.
sucede,happens,Mira lo que sucede.,Look at what happens.
sam,Sam,Sam ganó el juego.,Sam won the game.
muchachos,boys,Los muchachos juegan fútbol.,The boys play soccer.
jamás,never,Jamás te mentiré.,I will never lie to you.
cama,bed,Quiero ir a la cama.,I want to go to bed.
srta,Miss,La srta López es profesora.,Miss Lopez is a teacher.
ayudar,to help,Él quiere ayudar a los demás.,He wants to help others.
acerca,about,Necesito hablar acerca del proyecto.,I need to talk about the project.
di,I gave,Di mi opinión en la reunión.,I gave my opinion at the meeting.
cambio,change,Hay un cambio de planes.,There is a change of plans.
falta,lack,La falta de agua es un problema.,The lack of water is a problem.
hospital,hospital,El hospital está cerca.,The hospital is nearby.
lleva,carries,Ella lleva una maleta grande.,She carries a large suitcase.
presidente,president,El presidente dio un discurso.,The president gave a speech.
mil,thousand,Compré mil flores.,I bought a thousand flowers.
gusto,pleasure,Es un gusto conocerte.,It's a pleasure to meet you.
conoces,you know,¿Conoces este lugar?,Do you know this place?
diciendo,saying,Él está diciendo la verdad.,He is telling the truth.
os,you (plural,informal),Os invito a la fiesta.,I invite you all to the party.
ido,gone,He ido al mercado.,I have gone to the market.
general,general,En general,todo está bien.,In general, everything is fine.
extraño,strange,Es un lugar extraño.,It's a strange place.
semanas,weeks,Tengo dos semanas de vacaciones.,I have two weeks of vacation.
coche,car,Compré un coche nuevo.,I bought a new car.
peor,worse,Este día es peor que ayer.,This day is worse than yesterday.
mucha,a lot (fem),Tengo mucha tarea.,I have a lot of homework.
disculpe,excuse me (formal),Disculpe,¿dónde está el baño?,Excuse me, where is the bathroom?
diré,I will say,Te diré un secreto.,I will tell you a secret.
anoche,last night,Anoche vi una película.,Last night I watched a movie.
perder,to lose,No quiero perder mi llave.,I don't want to lose my key.
vámonos,let's go,Vámonos antes de que empiece la lluvia.,Let's go before the rain starts.
nave,ship,La nave despegó temprano.,The ship took off early.
cielo,sky,El cielo está despejado.,The sky is clear.
habrá,there will be,Habrá una reunión mañana.,There will be a meeting tomorrow.
orden,order,Haz tu tarea en orden.,Do your homework in order.
segura,safe (fem),Ella se siente segura aquí.,She feels safe here.
querida,dear (fem),Querida amiga,te extraño mucho.,Dear friend, I miss you a lot.
niña,girl,La niña juega en el parque.,The girl plays in the park.
michael,Michael,Michael es mi mejor amigo.,Michael is my best friend.
increíble,incredible,Fue una experiencia increíble.,It was an incredible experience.
además,furthermore,Además,necesitamos más tiempo.,Furthermore, we need more time.
deben,you should/they must,Ustedes deben estudiar más.,You should study more.
libro,book,Estoy leyendo un libro interesante.,I am reading an interesting book.
calle,street,Vivo en la calle principal.,I live on Main Street.
café,coffee,Quiero un café por favor.,I want a coffee please.
piensas,you think,¿En qué piensas?,What are you thinking about?
hacemos,we do,¿Qué hacemos ahora?,What do we do now?
especial,special,Hoy es un día especial.,Today is a special day.
queremos,we want,Queremos pizza para cenar.,We want pizza for dinner.
ia,AI,Estoy aprendiendo sobre IA.,I am learning about AI.
clark,Clark,Clark trabaja con nosotros.,Clark works with us.
irme,to leave (for me),Necesito irme ahora.,I need to leave now.
perfecto,perfect,Tu respuesta es perfecta.,Your answer is perfect.
buscar,to look for,Voy a buscar mis llaves.,I am going to look for my keys.
odio,I hate,Odio la lluvia.,I hate the rain.
piensa,he/she thinks,Él piensa en su familia.,He thinks about his family.
oficina,office,Trabajo en una oficina grande.,I work in a large office.
hablas,you speak,¿Hablas español?,Do you speak Spanish?
libre,free,Estoy libre esta tarde.,I am free this afternoon.
agente,agent,El agente ayudó al cliente.,The agent helped the client.
york,York,Quiero viajar a York.,I want to travel to York.
llamar,to call,Voy a llamar a mi madre.,I am going to call my mother.
mala,bad (fem),Tiene una mala actitud hoy.,She has a bad attitude today.
detrás,behind,El gato está detrás de la puerta.,The cat is behind the door.
viste,you saw,¿Viste la película?,Did you see the movie?
dile,tell him/her,Dile la verdad.,Tell him the truth.
grandes,great/large,Son grandes amigos.,They are great friends.
recuerdas,you remember,¿Recuerdas mi número?,Do you remember my number?
real,real,Es una historia real.,It is a real story.
estaban,they were,Ellos estaban en casa.,They were at home.
mía,mine (fem),Esa casa es mía.,That house is mine.
frente,in front,Estoy frente a la escuela.,I am in front of the school.
perdido,lost,Estoy perdido en la ciudad.,I am lost in the city.
llamo,I call / I'm called,Me llamo Juan.,My name is Juan.
muertos,dead,Los muertos descansan en paz.,The dead rest in peace.
millones,millions,Hay millones de estrellas.,There are millions of stars.
asesino,killer,El asesino fue arrestado.,The killer was arrested.
sueño,dream,Tuve un sueño extraño.,I had a strange dream.
quisiera,I would like,Quisiera un vaso de agua.,I would like a glass of water.
habría,there would be,Si lloviera,habría problemas.,If it rained, there would be problems.
hará,it will be / will do,Mañana hará sol.,Tomorrow it will be sunny.
viaje,trip,El viaje fue largo.,The trip was long.
probablemente,probably,Probablemente llueva hoy.,It will probably rain today.
peter,Peter,Peter vive en Londres.,Peter lives in London.
resto,rest/remainder,Comemos ahora el resto del pastel.,Now we eat the rest of the cake.
estaré,I will be,Estaré allí temprano.,I will be there early.
maldición,damn/curse,Maldición,lo olvidé.,Damn, I forgot it.
lamento,I apologize,Lamento el retraso.,I apologize for the delay.
muchacho,boy,El muchacho lee un libro.,The boy is reading a book.
avión,airplane,El avión está despegando.,The airplane is taking off.
ropa,clothes,Necesito comprar ropa nueva.,I need to buy new clothes.
fuerza,strength/force,La fuerza del viento es fuerte.,The wind's force is strong.
llamado,called,El libro llamado Historia es interesante.,The book called History is interesting.
oído,ear,Me duele el oído.,My ear hurts.
frank,Frank,Frank llegó tarde.,Frank arrived late.
dado,given,Te he dado mi palabra.,I have given you my word.
encima,on top,El gato está encima de la mesa.,The cat is on top of the table.
negro,black,Mi coche es negro.,My car is black.
usar,to use,Quiero usar tu teléfono.,I want to use your phone.
información,information,Necesito más información.,I need more information.
uds,you all,Uds. pueden entrar.,You all can come in.
preguntas,questions,Tengo muchas preguntas.,I have many questions.
tuvo,he/she had,Él tuvo un accidente.,He had an accident.
secreto,secret,Este es un secreto.,This is a secret.
vuelve,returns / come back,Vuelve pronto.,Come back soon.
miren,look (pl. imper.),Miren esto.,Look at this.
quieras,you want (subj.),Ven cuando quieras.,Whenever you want, let me know.
haría,I/he would do,Yo lo haría si pudiera.,I would do it if I could.
acaba,has just,Él acaba de llegar.,He has just arrived.
otras,other (fem pl),Necesito otras opciones.,I need other options.
incluso,even,Incluso él lo sabe.,Even he knows it.
sientes,you feel,¿Cómo te sientes?,How do you feel?
deberíamos,we should,Deberíamos salir ahora.,We should leave now.
haz,do (imperative),Haz tu trabajo.,Do your work.
decirte,to tell you,Quisiera decirte algo importante.,I would like to tell you something important.
boca,mouth,Cierra la boca.,Close your mouth.
dolor,pain,Tengo dolor de cabeza.,I have a headache.
baño,bathroom,Voy al baño.,I go to the bathroom.
adentro,inside,Quédate adentro.,Stay inside.
profesor,teacher,El profesor explica la lección.,The teacher explains the lesson.
habitación,room,Mi habitación es muy cómoda.,My room is very comfortable.
daño,damage,El huracán causó mucho daño.,The hurricane caused a lot of damage.
tuyo,yours,Este libro es tuyo.,This book is yours.
seas,you are (subjunctive of ser),Quiero que seas feliz.,I want you to be happy.
noticias,news,¿Tienes buenas noticias?,Do you have good news?
demás,others,Los demás ya llegaron.,The others have already arrived.
querido,dear,Querido amigo,gracias por todo.,Dear friend, thank you for everything.
duro,hard,Este ejercicio es muy duro.,This exercise is very hard.
poner,to put,Voy a poner la mesa.,I am going to set the table.
prueba,test,Pasé la prueba ayer.,I passed the test yesterday.
mire,(formal) look,Mire este documento.,Look at this document.
tonto,stupid,No seas tonto.,Don’t be stupid.
campo,countryside,Me gusta el campo.,I like the countryside.
siendo,being,Está siendo difícil.,It is being difficult.
diez,ten,Tengo diez manzanas.,I have ten apples.
ése,that one,Me gusta ése.,I like that one.
tranquilo,calm,Quédate tranquilo.,Stay calm.
asunto,matter,Hablemos de ese asunto.,Let’s talk about that matter.
acabó,ended,La fiesta ya acabó.,The party has already ended.
quédate,stay,Quédate conmigo.,Stay with me.
derecho,right,Es tu derecho opinar.,It is your right to speak.
placer,pleasure,Es un placer conocerte.,It’s a pleasure to meet you.
recuerda,remember,Recuerda la cita.,Remember the appointment.
estuve,I was,Anoche estuve de viaje.,Last night I was traveling.
tratando,trying,Estoy tratando de ayudar.,I am trying to help.
ejército,army,El ejército marchó hoy.,The army marched today.
futuro,future,Pienso en el futuro.,I think about the future.
llevar,to take,Debes llevar un paraguas.,You should take an umbrella.
compañía,company,Disfruto de tu compañía.,I enjoy your company.
venido,come (ptcp),Has venido muy pronto.,You have come very early.
listos,ready,¿Están listos?,Are you ready?
haremos,we will do,Haremos la cena juntos.,We will make dinner together.
sitio,place,Este sitio es bonito.,This place is beautiful.
verlo,to see him/it,Quiero verlo mañana.,I want to see it tomorrow.
puesto,position,Él ocupa un puesto alto.,He holds a high position.
atención,attention,Presta atención.,Pay attention.
sino,but rather,No es alto sino bajo.,He is not tall but rather short.
cambiar,to change,Voy a cambiar de ropa.,I am going to change clothes.
error,error,Cometí un error.,I made a mistake.
blanco,white,El papel es blanco.,The paper is white.
raro,strange,Su actitud es rara.,His attitude is strange.
palabras,words,Escribe tus palabras.,Write your words.
llegó,arrived,Él llegó tarde.,He arrived late.
sal,salt,Pásame la sal.,Pass me the salt.
pase,pass,Que pase el siguiente.,Let the next one come in.
mente,mind,Mantén la mente abierta.,Keep an open mind.
sistema,system,El sistema funciona bien.,The system works well.
película,movie,Vi una película anoche.,I watched a movie last night.
anda,go on,Anda y verás.,Go on and you will see.
ello,it (neuter),No entiendo ello.,I do not understand it.
negocio,business,Su negocio crece rápido.,His business is growing fast.
novia,girlfriend,Tengo una nueva novia.,I have a new girlfriend.
permiso,permission,Pide permiso primero.,Ask for permission first.
creí,I believed,Creí en tu palabra.,I believed your word.
suena,it sounds,Suena bien.,It sounds good.
ocurre,it occurs,¿Qué te ocurre?,What is happening to you?
oficial,official,Este es un comunicado oficial.,This is an official statement.
espere,wait (formal),Espere un momento.,Please wait a moment.
aire,air,El aire está fresco.,The air is fresh.
george,George,George vive en Londres.,George lives in London.
mató,killed,Él mató al enemigo.,He killed the enemy.
harry,Harry,Harry es mi vecino.,Harry is my neighbor.
regresar,to return,Quiero regresar pronto.,I want to return soon.
vio,he/she saw,Ella vio la película.,She saw the movie.
hazlo,do it,Hazlo ahora.,Do it now.
trasero,behind/ butt,Se cayó de trasero.,He fell on his ass.
grupo,group,El grupo cantó bien.,The group sang well.
entendido,understood,Todo entendido.,Everything understood.
señorita,miss,La señorita espera aquí.,The miss is waiting here.
música,music,Me gusta la música.,I like music.
perra,bitch (female dog),La perra corre rápido.,The female dog runs fast.
conoce,he/she knows,¿Conoce a María?,Do you know Maria?
empezar,to begin,Quiero empezar hoy.,I want to begin today.
siente,he/she feels,Se siente feliz.,He feels happy.
acabo,I just,Acabo de llegar.,I just arrived.
estúpido,stupid,No seas estúpido.,Don’t be stupid.
diferente,different,Este libro es diferente.,This book is different.
traje,suit,I wore a suit,Ayer traje un traje.,Yesterday I wore a suit.
modo,way,De ese modo funciona.,It works that way.
james,James,James es ingeniero.,James is an engineer.
encontré,I found,Encontré tus llaves.,I found your keys.
mensaje,message,Recibí tu mensaje.,I received your message.
llamada,call,Tuve una llamada importante.,I had an important call.
navidad,Christmas,La Navidad es linda.,Christmas is lovely.
eras,you were (pl subj),Si eras más valiente…,If you were braver…
pena,pity,Es una pena grande.,It is a great pity.
largo,long,El camino es largo.,The road is long.
entra,enter,Entra y siéntate.,Enter and sit down.
piso,floor,El piso está limpio.,The floor is clean.
foto,photo,Toma una foto.,Take a photo.
dijeron,they said,Ellos dijeron la verdad.,They told the truth.
médico,doctor,Visité al médico.,I visited the doctor.
accidente,accident,Hubo un accidente.,There was an accident.
fuiste,you went,Fuiste al mercado.,You went to the market.
imposible,impossible,Es imposible hacerlo.,It is impossible to do it.
podríamos,we could,Podríamos viajar mañana.,We could travel tomorrow.
línea,line,Dibuja una línea.,Draw a line.
propia,own,Tiene su propia casa.,She has her own house.
barco,boat,El barco zarpa al amanecer.,The boat sets sail at dawn.
ganar,to win,Quiero ganar el partido.,I want to win the match.
normal,normal,Todo está normal ahora.,Everything is normal now.
segundos,seconds,Espera unos segundos.,Wait a few seconds.
vive,lives,Ella vive en Madrid.,She lives in Madrid.
mitad,half,Comí la mitad del pastel.,I ate half of the cake.
quiera,wants (subjunctive),Espero que él quiera ayudar.,I hope that he wants to help.
tras,after,Fue tras el ladrón.,He went after the thief.
decirle,to tell him/her,Voy a decirle la verdad.,I am going to tell him the truth.
lindo,pretty,Es un lugar muy lindo.,It's a very pretty place.
funciona,works,La impresora funciona bien.,The printer works well.
programa,program/show,Mira este programa de televisión.,Watch this TV show.
vine,I came,Yo vine en coche.,I came by car.
abre,opens,Ella abre la ventana.,She opens the window.
sean,are (subjunctive),Es importante que sean puntuales.,It's important that they be on time.
pagar,to pay,Necesito pagar la cuenta.,I need to pay the bill.
fotos,photos,Tomé muchas fotos ayer.,I took many photos yesterday.
centro,center,El museo está en el centro.,The museum is in the center.
supone,implies,Esto supone un gran avance.,This implies a great advance.
basura,garbage,Tira la basura al contenedor.,Throw the garbage in the bin.
situación,situation,La situación es complicada.,The situation is complicated.
mejores,best,Ellos son los mejores jugadores.,They are the best players.
vienen,they come,Mis amigos vienen mañana.,My friends are coming tomorrow.
encanta,loves,Me encanta la música.,I love music.
marido,husband,Mi marido cocina muy bien.,My husband cooks very well.
personal,staff,El personal es muy amable.,The staff is very friendly.
maestro,teacher,El maestro enseña historia.,The teacher teaches history.
hambre,hunger,Tengo mucha hambre.,I am very hungry.
ataque,attack,El ataque duró cinco minutos.,The attack lasted five minutes.
culo,butt,Se cayó de culo al suelo.,He fell on his butt on the floor.
dale,give (imperative),Dale el libro a María.,Give the book to Maria.
pie,foot,Me duele el pie.,My foot hurts.
conseguir,to get,Espero conseguir el empleo.,I hope to get the job.
trabajando,working,Estoy trabajando ahora.,I am working now.
gracioso,funny,Tu amigo es muy gracioso.,Your friend is very funny.
dejó,left,Él dejó su abrigo aquí.,He left his coat here.
pudo,could,No pudo terminar el proyecto.,He couldn't finish the project.
derecha,right,Gira a la derecha.,Turn to the right.
izquierda,left,Toma la calle de la izquierda.,Take the left street.
próxima,next,La próxima semana viajaré.,Next week I will travel.
pobre,poor,El perro es muy pobre y solo.,The dog is very poor and lonely.
respuesta,answer,Necesito una respuesta rápida.,I need a quick answer.
tipos,types,Hay muchos tipos de flores.,There are many types of flowers.
sentir,to feel,Puedo sentir el frío.,I can feel the cold.
tenías,you had,Antes tenías más tiempo libre.,You used to have more free time.
pude,I could,Ayer pude ayudarte.,Yesterday I could help you.
darle,to give him/her,Voy a darle un regalo.,I am going to give her a gift.
voz,voice,Tu voz suena diferente.,Your voice sounds different.
amiga,friend (f.),Mi amiga es doctora.,My friend is a doctor.
gustan,they like,Me gustan los libros.,I like books.
vista,view,La vista desde aquí es hermosa.,The view from here is beautiful.
salvo,except,Todos vinieron,salvo Juan.,Everyone came, except Juan.
loca,crazy (f.),Mi hermana está loca de alegría.,My sister is crazy with joy.
hotel,hotel,Reservé una habitación en un hotel.,I booked a room in a hotel.
hicieron,they did,Ellos hicieron la tarea ayer.,They did the homework yesterday.
ten,have (imperative),Ten paciencia,por favor.,Have patience, please.
temo,I fear,Temo no llegar a tiempo.,I fear I won't arrive on time.
señal,signal,No hay señal de Wi-Fi aquí.,There is no Wi-Fi signal here.
pelo,hair,Se cepilla el pelo cada mañana.,He brushes his hair every morning.
llevo,I wear/carry,Llevo un abrigo azul.,I am wearing a blue coat.
ayer,yesterday,Ayer llovió mucho.,It rained a lot yesterday.
das,you give,Siempre das buenos consejos.,You always give good advice.
nena,baby/girl,Hola,nena, ¿cómo estás?,Hi baby, how are you?
servicio,service,El servicio del restaurante fue excelente.,The restaurant's service was excellent.
tren,train,El tren llega a las seis.,The train arrives at six.
tom,Tom (name),Tom vive en España.,Tom lives in Spain.
bonito,beautiful,Qué día más bonito hace hoy.,What a beautiful day it is today.
mes,month,Este mes tengo vacaciones.,This month I have vacations.
tendrá,he/she will have,Mañana tendrá tiempo.,Tomorrow he will have time.
tendrás,you will have,Tendrás éxito si te esfuerzas.,You will succeed if you make an effort.
edad,age,¿Cuál es tu edad?,What is your age?
ellas,they (f.),Ellas estudian juntas.,They study together.
hermosa,beautiful,Es una vista hermosa.,It's a beautiful view.
ben,Ben (name),Ben es mi amigo.,Ben is my friend.
honor,honor,Es un honor conocerte.,It's an honor to meet you.
simplemente,simply,Simplemente no lo entiendo.,I simply don't understand it.
llamas,you call/are called,¿Cómo te llamas?,What's your name?
tengas,you have (subj.),Espero que tengas un buen día.,I hope you have a good day.
corre,runs,Él corre todos los días.,He runs every day.
baja,drops/goes down,La temperatura baja por la noche.,The temperature drops at night.
sol,sun,El sol brilla hoy.,The sun shines today.
siéntate,sit down,Por favor,siéntate aquí.,Please, sit down here.
dan,they give,Ellos dan regalos en Navidad.,They give presents at Christmas.
humano,human,Es un error humano.,It's a human error.
divertido,fun,La película fue muy divertida.,The movie was very fun.
sexo,sex,El sexo seguro es importante.,Safe sex is important.
vuelto,returned,He vuelto a casa.,I have returned home.
peligro,danger,Hay peligro en esa zona.,There is danger in that area.
mesa,table,Pon los libros en la mesa.,Put the books on the table.
jimmy,Jimmy (name),Jimmy juega al fútbol.,Jimmy plays football.
siguiente,next,Lee la siguiente página.,Read the next page.
hablo,I speak,Hablo tres idiomas.,I speak three languages.
disculpa,excuse/apology,Disculpa mi tardanza.,Excuse my lateness.
decirme,to tell me,¿Puedes decirme la hora?,Can you tell me the time?
joe,Joe (name),Joe trabaja en la oficina.,Joe works in the office.
caja,box,Ponlo en la caja.,Put it in the box.
negocios,business,Ella estudia negocios.,She studies business.
misión,mission,La misión fue un éxito.,The mission was a success.
silencio,silence,Guarda silencio,por favor.,Be quiet, please.
sale,he/she leaves,Él sale de la casa.,He leaves the house.
llegado,arrived,Ella ha llegado tarde.,She has arrived late.
estaría,would be,Yo estaría feliz con tu ayuda.,I would be happy with your help.
regreso,return,Esperamos tu regreso.,We await your return.
media,half,Comí media manzana.,I ate half an apple.
estan,they are,Ellos están en el parque.,They are in the park.
propio,own,Tengo mi propio coche.,I have my own car.
charlie,Charlie,Charlie vive aquí.,Charlie lives here.
oro,gold,El anillo es de oro.,The ring is made of gold.
enseguida,right away,Lo haré enseguida.,I will do it right away.
linda,pretty,La casa es muy linda.,The house is very pretty.
prometo,I promise,Te prometo que vendré.,I promise you I will come.
esposo,husband,Mi esposo trabaja mucho.,My husband works a lot.
norte,north,Vivimos al norte de la ciudad.,We live to the north of the city.
hubo,there was,Hubo un accidente ayer.,There was an accident yesterday.
juro,I swear,Te juro que digo la verdad.,I swear I am telling the truth.
muerta,dead,La planta está muerta.,The plant is dead.
interesante,interesting,El libro es interesante.,The book is interesting.
pensaba,I was thinking,Yo pensaba en ti.,I was thinking about you.
busca,(he/she) looks for,Él busca sus llaves.,He looks for his keys.
terminar,to finish,Quiero terminar el proyecto.,I want to finish the project.
tendré,I will have,Tendré tiempo mañana.,I will have time tomorrow.
completamente,completely,Estoy completamente de acuerdo.,I completely agree.
cita,appointment,Tengo una cita con el doctor.,I have an appointment with the doctor.
siete,seven,Hay siete días en una semana.,There are seven days in a week.
cumpleaños,birthday,Mi cumpleaños es en julio.,My birthday is in July.
abogado,lawyer,El abogado habló con el juez.,The lawyer spoke with the judge.
alrededor,around,Hay árboles alrededor de la casa.,There are trees around the house.
cerebro,brain,El cerebro controla el cuerpo.,The brain controls the body.
porqué,reason,No entiendo el porqué de tu enojo.,I don't understand the reason for your anger.
llave,key,Perdí mi llave.,I lost my key.
santo,saint,San Pedro es un santo.,Saint Peter is a saint.
hermoso,beautiful,El paisaje es hermoso.,The landscape is beautiful.
necesario,necessary,Es necesario estudiar.,It is necessary to study.
edificio,building,El edificio es muy alto.,The building is very tall.
irnos,to leave (us),Tenemos que irnos ahora.,We have to leave now.
aun,even,Aun los niños lo saben.,Even children know it.
tendremos,we will have,Tendremos una reunión mañana.,We will have a meeting tomorrow.
vayas,you go (subj.),Espero que vayas al médico.,I hope you go to the doctor.
doy,I give,Yo te doy un regalo.,I give you a gift.
trae,he/she brings,Ella trae la comida.,She brings the food.
salió,he/she left,Ella salió temprano.,She left early.
ley,law,La ley es clara.,The law is clear.
ahi,there,El gato está ahí.,The cat is there.
verdadero,true,Eso es verdadero.,That is true.
pelea,fight,La pelea empezó ayer.,The fight started yesterday.
banco,bank,Voy al banco ahora.,I am going to the bank now.
terrible,terrible,La película fue terrible.,The movie was terrible.
calma,calm,Mantén la calma.,Keep calm.
cena,dinner,La cena está lista.,Dinner is ready.
daré,I will give,Te daré una respuesta pronto.,I will give you an answer soon.
gobierno,government,El gobierno anunció cambios.,The government announced changes.
comprar,to buy,Voy a comprar pan.,I am going to buy bread.
creen,they believe,Ellos creen en la suerte.,They believe in luck.
sargento,sergeant,El sargento dio órdenes.,The sergeant gave orders.
destino,destiny,El destino nos unió.,Destiny brought us together.
bob,Bob,Bob trabaja conmigo.,Bob works with me.
existe,exists,Dios existe para muchos.,God exists for many.
hacía,used to do,Yo hacía ejercicio cada día.,I used to exercise every day.
novio,boyfriend,Mi novio es muy amable.,My boyfriend is very kind.
sala,living room,La sala está ordenada.,The living room is tidy.
través,through,Vimos a través de la ventana.,We saw through the window.
regalo,gift,Ella recibió un regalo.,She received a gift.
iglesia,church,Vamos a la iglesia.,We go to church.
decía,was saying,Él decía la verdad.,He was telling the truth.
cualquiera,anyone,Cualquiera puede hacerlo.,Anyone can do it.
excelente,excellent,Tu trabajo es excelente.,Your work is excellent.
esperen,wait (pl. imper.),Esperen aquí,por favor.,Wait here, please.
deseo,desire,Tengo el deseo de viajar.,I have the desire to travel.
alma,soul,Ella tiene un alma bella.,She has a beautiful soul.
diablo,devil,Cuidado con el diablo.,Beware of the devil.
deje,do not leave (formal),No deje la ventana abierta.,Do not leave the window open.
cuántos,how many,¿Cuántos libros tienes?,How many books do you have?
espada,sword,El caballero blandió su espada.,The knight brandished his sword.
estábamos,we were,Estábamos en la playa.,We were at the beach.
carne,meat,Me gusta la carne roja.,I like red meat.
maravilloso,wonderful,Fue un día maravilloso.,It was a wonderful day.
vidas,lives,Salvamos dos vidas.,We saved two lives.
sucedió,happened,¿Qué sucedió ayer?,What happened yesterday?
oí,I heard,Yo oí un ruido extraño.,I heard a strange noise.
peligroso,dangerous,Ese camino es peligroso.,That road is dangerous.
dirección,address,La dirección está en el sobre.,The address is on the envelope.
libertad,freedom,La libertad es importante.,Freedom is important.
jesús,Jesus,Jesús es un nombre común.,Jesus is a common name.
ocurrió,occurred,Algo extraño ocurrió anoche.,Something strange occurred last night.
veré,I will see,Te veré mañana.,I will see you tomorrow.
sueños,dreams,Recuerdo mis sueños vívidos.,I remember my vivid dreams.
pudiera,could,Ojalá pudiera ir contigo.,I wish I could go with you.
detective,detective,El detective investigó el caso.,The detective investigated the case.
sorpresa,surprise,Fue una gran sorpresa.,It was a big surprise.
tuya,yours,Esa decisión es tuya.,That decision is yours.
pies,feet,Me duelen los pies.,My feet hurt.
club,club,Estoy en un club de lectura.,I am in a book club.
terminado,finished,He terminado mi tarea.,I have finished my homework.
infierno,hell,Esto es un infierno.,This is hell.
creía,I/he believed,Yo creía en ti.,I believed in you.
luna,moon,La luna brilla esta noche.,The moon shines tonight.
salvar,to save,Quiero salvar el planeta.,I want to save the planet.
carta,letter,Recibí una carta ayer.,I received a letter yesterday.
estés,you are (subj.),Espero que estés bien.,I hope you are well.
cielos,skies,Los cielos están despejados,The skies are clear
teniente,lieutenant,El teniente habló con el capitán,The lieutenant spoke with the captain
encuentra,finds,Ella encuentra la llave en el jardín,She finds the key in the garden
david,David,David es mi mejor amigo,David is my best friend
veamos,let's see,Veamos qué pasa mañana,Let's see what happens tomorrow
quise,I wanted,Ayer quise llamarte,Yesterday I wanted to call you
escúchame,listen to me,Escúchame con atención,Listen to me carefully
necesitan,they need,Ellos necesitan ayuda urgente,They need urgent help
ambos,both,Ambos equipos ganaron,Both teams won
decisión,decision,Su decisión fue valiente,Her decision was brave
roma,Rome,Roma es una ciudad histórica,Rome is a historic city
enemigo,enemy,Conocemos al enemigo,We know the enemy
hicimos,we did,Hicimos todo lo posible,We did everything possible
éi,hey,Éi espera por favor,Hey wait please
dulce,sweet,El pastel está muy dulce,The cake is very sweet
pruebas,evidence,Las pruebas son concluyentes,The evidence is conclusive
querías,you wanted,Tú querías ir al cine,You wanted to go to the movies
abuelo,grandfather,Mi abuelo cuenta historias,My grandfather tells stories
totalmente,totally,Estoy totalmente de acuerdo,I totally agree
mirando,watching,Ella está mirando la televisión,She is watching television
vayan,go,Vayan al aula ahora,Go to the classroom now
